-1,221,Hippocampus,47,48
-1,222,Deep_GM,23,30,31,32,36,37,55,56,57,58,59,60
509,223,Ventricles,49,50,51,52,4,11
411,224,TEMPORAL_GM,122,123,132,133,154,155,180,181,184,185,200,201,202,203,206,207
404,225,FRONTAL_GM,102,103,104,105,112,113,118,119,120,121,124,125,136,137,140,141,142,143,146,147,150,151,152,153,162,163,164,165,172,173,174,175,178,179,182,183,186,187,190,191,192,193,204,205
409,226,PARIETAL_GM,106,107,148,149,168,169,176,177,194,195,198,199
407,227,OCCIPITAL_GM,108,109,114,115,128,129,134,135,144,145,156,157,160,161,196,197
406,228,LIMBIC_GM,100,101,116,117,138,139,166,167,170,171
-1,229,Cerebellum_GM,38,39,71,72,73
-1,230,Brain_Stem,35,61,62
